gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargeRatio,ServiceCount,HasPhoneService,HasInternetService,MultipleLines_Yes,MultipleLines_No,OnlineSecurity_Yes,OnlineSecurity_No,OnlineBackup_Yes,OnlineBackup_No,DeviceProtection_Yes,DeviceProtection_No,TechSupport_Yes,TechSupport_No,StreamingTV_Yes,StreamingTV_No,StreamingMovies_Yes,StreamingMovies_No,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBucket_13-24_months,TenureBucket_25-48_months,TenureBucket_49+_months
0,0,1,1,70,1,1,108.15,7930.55,0,0.9545996179331824,7,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,True,False,True,False,True,False,False,False,False,True
1,0,1,1,62,1,0,86.1,5215.25,0,1.0235750922774556,7,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,True,False,False,False,True
0,0,1,1,6,1,0,19.7,113.5,0,1.0414096916299558,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,1,14,1,1,80.9,1152.8,0,0.9824774462179043,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,False,False,True,False,False
0,0,0,0,22,1,1,84.15,1821.95,0,1.0161091138615221,3,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,False,False,True,False,False
1,0,1,1,22,1,0,20.15,419.9,0,1.0557275541795665,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False
1,0,1,1,16,1,0,64.25,1024.0,0,1.00390625,4,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,False,False,False,True,False,False,True,True,False,False
1,0,0,0,10,1,0,25.7,251.6,0,1.021462639109698,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False
0,0,0,1,13,1,1,56.0,764.55,0,0.9521941011052254,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,True,False,False
0,0,1,0,20,1,0,82.4,1592.35,1,1.0349483467830565,3,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
0,0,0,0,2,1,1,69.7,135.2,0,1.0310650887573967,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,53,1,1,73.9,3958.25,0,0.9895029369039349,6,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,False,False,False,True,False,False,False,False,False,True
0,0,1,1,11,1,0,20.6,233.9,0,0.9687900812312955,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,False
1,0,1,0,69,1,0,19.9,1363.45,0,1.0070776339433054,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
0,0,0,0,4,1,1,70.9,273.0,1,1.038827838827839,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
1,0,1,0,72,1,1,89.05,6254.45,0,1.0251261102095308,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
1,1,1,0,58,0,1,45.3,2651.2,1,0.9910229330114665,3,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,False,False,False,False,False,True,False,False,False,True
0,0,1,1,16,1,0,20.4,321.4,0,1.015556938394524,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False
1,0,1,0,43,1,1,84.25,3539.25,0,1.0235925690471146,4,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,True,False,True,False,False,False,False,False,True,False
0,0,1,0,2,1,1,104.4,242.8,1,0.8599670510708401,6,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,0,1,0,14,1,0,81.95,1181.75,0,0.9708483181722022,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,True,True,False,False
0,0,1,0,53,1,1,94.85,5000.2,1,1.0053697852085914,4,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,True,False,True,False,False,False,False,False,False,True
0,0,0,0,32,1,0,20.55,654.55,0,1.004659689863265,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False
0,0,1,0,34,1,0,24.7,780.2,0,1.0763906690592155,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False
0,1,0,0,15,1,1,74.45,1145.7,1,0.9747316051322336,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,True,False,False
0,1,0,0,7,1,0,76.45,503.6,1,1.062648927720413,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
0,0,1,1,15,1,1,105.35,1559.25,0,1.0134680134680134,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,False,False,True,False,False
1,0,1,0,61,1,1,20.55,1252.0,0,1.001238019169329,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,False,True
0,0,0,0,1,0,0,29.95,29.95,1,1.0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,45.3,45.3,0,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1,0,0,0,8,1,0,84.5,662.65,1,1.0201463819512564,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,False,False,False,False,False
1,0,1,1,33,1,0,74.75,2453.3,0,1.0054824114458076,5,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,False,False,True,False,True,False,False,False,True,False
0,0,0,0,13,1,1,79.25,1111.65,1,0.9267755138757702,3,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
0,0,1,0,1,0,1,24.8,24.8,1,1.0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,0,20,1,1,51.8,1023.85,0,1.0118669727010792,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,True,False,False
1,0,0,0,3,0,0,30.4,82.15,0,1.1101643335362141,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,13,1,0,19.65,244.8,0,1.0435049019607843,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,True,False,False
0,0,1,0,40,1,0,56.6,2379.1,0,0.9516203606405784,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,True,False,False,False,True,False
1,0,1,1,43,1,1,71.9,3173.35,0,0.9742700931192589,5,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,False,False,True,False,True,False,False,False,True,False
1,0,1,0,6,1,1,91.0,531.0,1,1.0282485875706215,4,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,1,1,69,1,0,19.75,1375.4,0,0.9908026755852842,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
0,0,1,1,72,1,0,109.7,8129.3,0,0.9715965704304184,7,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,1,1,59,1,0,19.3,1192.7,0,0.9547245744948436,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
0,0,1,0,20,1,1,96.55,1901.65,0,1.015433965240712,5,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,True,False,False,False,False,True,False,True,False,False
1,0,1,1,24,1,1,24.1,587.4,0,0.9846782431052096,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,False
1,0,0,0,59,1,1,111.35,6519.75,0,1.0076536677019823,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,False,False,True
1,0,1,1,72,1,1,112.25,8041.65,0,1.005017626979538,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
1,0,0,1,1,1,0,20.75,20.75,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,0,27,1,1,101.9,2681.15,0,1.0261641459821345,5,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,True,False,True,False,True,False,False,False,True,False
0,0,0,0,14,1,1,80.05,1112.3,0,1.0075519194461926,3,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,True,False,False,False,True,False,False,True,False,False
1,0,1,1,71,1,0,105.55,7405.5,0,1.0119573290122206,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,True,False,False,True,False,True,False,False,False,True
1,0,0,1,13,1,1,78.3,1033.95,0,0.9844770056579137,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,True,False,False,True,False,False
1,0,0,0,44,1,0,68.85,2958.95,0,1.023809121478903,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,True,False,False,False,True,False
0,0,0,0,33,1,1,79.95,2684.85,0,0.9826805966813789,3,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,True,False,True,False,False,False,False,False,True,False
1,0,1,1,72,0,1,55.45,4179.2,0,0.955302450229709,5,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,False,False,False,True,True,False,False,False,False,True
1,0,0,0,1,1,0,79.9,79.9,1,1.0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,0,0,19,1,1,106.6,1934.45,1,1.0470159476853884,6,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,0,1,0,64,1,1,102.45,6654.1,0,0.9853774364677417,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,True,False,True,False,True,False,False,False,False,True
1,0,0,0,2,1,1,46.0,84.5,1,1.0887573964497042,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,True,False,False,False,False,False
0,0,0,0,1,0,0,25.25,25.25,0,1.0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,1,61,1,0,19.75,1124.2,0,1.071650951787938,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
0,0,1,1,29,1,0,20.0,540.05,0,1.0739746319785206,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,True,False
1,1,1,0,23,1,0,86.8,1975.85,0,1.0104005870891009,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
0,0,1,0,57,0,1,58.75,3437.45,0,0.9741959883052845,5,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,True
1,0,1,1,72,0,0,45.25,3139.8,0,1.0376457099178291,4,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,False,False,False,True,True,False,False,False,False,True
1,0,1,0,66,0,1,56.6,3789.2,0,0.9858545339385623,5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,True
1,0,1,1,65,1,1,84.2,5324.5,0,1.027889942717626,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
0,0,0,0,8,1,1,80.0,624.6,0,1.0246557796990072,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,False,False,False,False,False
0,0,0,0,4,1,1,70.15,268.35,1,1.0456493385504007,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,0,71,1,0,24.75,1836.9,0,0.956638902498775,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
1,0,1,1,1,1,1,20.2,20.2,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,False
1,0,1,0,4,1,0,50.05,179.35,1,1.1162531363256203,2,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,0,0,12,1,1,19.35,219.35,0,1.058582174606793,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False
1,0,0,0,24,0,1,50.6,1288.75,0,0.9423084384093114,3,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,False,False,True,False,False,False,True,True,False,False
0,0,1,1,31,1,1,81.15,2545.75,0,0.9881763723853482,6,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,False,False,True,False,False,False,True,False,True,False
0,0,1,0,1,1,0,55.2,55.2,1,1.0,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,False,False,False,False,False,False,True,False,False,False
1,0,0,0,30,1,1,89.9,2723.15,0,0.9903971503589593,4,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,False
0,0,1,1,47,1,1,85.3,4107.25,0,0.9761032320895976,7,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,False,False,False,True,True,False,False,False,True,False
1,0,0,0,54,1,1,108.0,5760.65,0,1.012385755079722,7,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,0,0,50,1,1,93.5,4747.5,0,0.9847288046340179,5,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,True,False,False,False,True,False,False,False,False,True
1,0,0,0,1,1,1,84.6,84.6,1,1.0,3,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,False,True,False,False,False
0,0,0,0,72,1,0,20.25,1566.9,0,0.9304997128087306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
0,0,0,0,29,1,0,25.15,702.0,0,1.038960113960114,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False
1,0,0,0,2,1,1,54.4,114.1,1,0.953549517966696,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,0,0,10,0,1,29.6,299.05,0,0.9898010366159504,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,False,False,False,True,False,False,True,False,False,False
1,0,1,0,18,1,1,73.15,1305.95,0,1.0082315555725716,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
0,1,0,0,11,1,1,95.0,1120.3,1,0.9327858609301081,4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,0,0,0,16,1,0,19.75,284.35,0,1.111306488482504,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,True,False,False
0,0,0,0,72,1,0,86.6,6350.5,0,0.981843949295331,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
1,0,0,0,72,1,0,109.2,7878.3,0,0.9979817981036518,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,1,1,41,1,1,74.7,3187.65,0,0.9608018446190768,5,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,False,False,True,False,True,False,False,False,True,False
0,1,1,0,65,1,0,94.4,6126.15,0,1.0016078613811286,5,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,True
0,1,0,0,13,1,1,54.8,731.3,0,0.9741556132913989,3,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,False,False,False,False,False,True,False,True,False,False
1,1,0,0,4,1,0,75.35,273.4,0,1.1024140453547915,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,41,1,0,65.0,2531.8,0,1.0526107907417648,4,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,False,False,True,False,False,False,True,False,True,False
1,1,0,0,15,1,1,74.4,1074.3,1,1.0388159731918458,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,0,0,0,1,1,1,48.55,48.55,1,1.0,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1,0,0,0,42,1,1,99.0,4298.45,0,0.9673254312601054,6,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,True,False,True,False,False,True,False,False,True,False
0,0,1,0,51,1,1,93.5,4619.55,0,1.032243400331201,5,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,True,False,True,False,False,True,False,False,False,True
0,0,1,1,2,1,0,70.4,147.15,1,0.9568467550118926,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,1,1,0,1,0,0,40.2,40.2,1,1.0,2,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,1,32,1,0,83.7,2633.3,0,1.0171267990734059,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,True,False,True,False,False,False,True,False
1,0,0,0,10,1,1,19.85,193.05,0,1.028231028231028,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,1,67,0,1,59.55,4103.9,0,0.9722093618265553,5,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,True,False,False,False,True
0,0,1,1,61,1,0,115.1,7008.15,0,1.0018478485763005,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,0,0,50,1,0,114.35,5791.1,0,0.9872908428450553,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,True,False,False,False,False,True
0,0,1,0,2,1,1,44.6,80.55,1,1.107386716325264,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,True,False,False,False,False,False
0,1,1,0,29,0,1,45.0,1228.65,0,1.0621413746795263,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,False,False,False,False,False,True,False,False,True,False
1,1,0,0,3,0,1,41.15,132.2,1,0.9338124054462935,2,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,False,False,False,False,False,True,False,False,False,False
1,1,0,0,13,1,1,106.9,1364.3,1,1.0186176060983656,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,1,1,0,57,1,1,89.85,4925.35,0,1.039814429431411,4,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,True
0,0,0,0,31,0,1,49.85,1520.1,0,1.0166107492928098,4,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,False,False,False,True,False,False,False,False,True,False
0,0,1,0,45,1,0,113.3,5032.25,0,1.013165085200457,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,True,False,True,False
0,0,1,1,61,1,0,88.1,5526.75,0,0.9723797892070384,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,True,False,False,True
1,0,0,0,50,1,0,24.9,1195.25,0,1.041623091403472,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
0,1,0,0,19,1,1,105.0,2007.25,0,0.993897122929381,6,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,True,False,False,False,False,False,True,True,False,False
1,0,0,0,59,1,0,19.35,1099.6,1,1.038241178610404,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
0,0,1,0,71,1,1,24.25,1732.95,0,0.9935370322282813,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
0,1,0,0,16,1,1,94.45,1511.2,1,1.0,4,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,0,1,0,57,1,1,59.75,3450.15,0,0.9871309943045954,4,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,False,False,False,True,False,True,False,False,False,True
1,0,0,0,1,0,0,24.8,24.8,1,1.0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
1,1,1,0,20,1,0,107.05,2172.05,0,0.985704748969867,6,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,0,0,0,1,1,0,70.6,70.6,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,False
1,0,1,0,5,1,1,85.4,401.1,1,1.0645724258289704,4,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,0,52,1,1,105.05,5624.85,1,0.9711547863498581,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
1,1,1,0,21,1,1,64.95,1339.8,0,1.018025078369906,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,False,False,False,False,False,False,False,True,False,False
1,0,0,0,14,0,1,55.0,771.95,0,0.9974739296586566,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,False,False,False,False,False,True,False,True,False,False
0,0,0,0,5,1,0,50.55,244.75,0,1.0326864147088866,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
0,0,0,0,6,1,0,55.15,322.9,0,1.0247754722824405,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,0,0,10,1,0,51.2,498.25,0,1.0275965880582036,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,1,1,1,0,25.4,25.4,0,1.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,0,0,68,1,0,54.45,3687.75,0,1.004026845637584,3,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,True
1,0,1,1,18,1,0,95.15,1779.95,1,0.9622180398325796,4,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,False,True,True,False,False
0,0,0,0,22,1,1,76.0,1783.6,0,0.9374299170217538,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,True,False,True,False,False,True,False,False
0,0,0,0,20,1,1,44.35,927.15,0,0.9566952488809793,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,True,False,False
1,0,1,0,1,1,0,70.0,70.0,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,1,0,0,8,1,1,74.5,606.55,1,0.9826065452147392,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,10,1,1,44.85,435.4,1,1.0300872760679836,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,True,False,False,False,False,False
1,1,0,0,24,1,1,76.1,1712.7,1,1.0663864074268699,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,0,0,0,35,1,0,61.2,2021.2,0,1.0597664753611715,4,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,False,False,True,False,False,False,True,False,True,False
1,0,1,1,23,1,0,86.8,1940.8,0,1.0286479802143444,4,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,True,False,True,False,False,False,True,True,False,False
0,1,0,0,6,1,1,89.35,567.8,0,0.9441704825642832,3,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
0,0,0,0,12,1,0,19.7,220.35,0,1.0728386657590196,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,0,0,1,1,0,20.25,20.25,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,1,71,1,0,76.05,5436.45,0,0.9932124824103965,2,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,True,False,False,True,False,True,False,False,False,True
1,1,1,0,35,1,1,100.8,3437.5,0,1.0263272727272728,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,True,False
1,0,1,1,40,1,1,74.55,3015.75,0,0.9888087540412832,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,False,False,False,False,False,True,False,False,True,False
0,0,0,1,1,1,1,73.6,73.6,1,1.0,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,False
1,0,0,0,23,1,1,64.9,1509.8,0,0.9886739965558353,3,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,False,False,True,False,False,False,False,True,False,False
0,1,0,0,4,1,1,95.45,396.1,1,0.963898005554153,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,0,0,0,4,1,1,90.4,356.65,0,1.0138791532314595,4,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,1,1,68,0,0,60.3,4109.0,0,0.9979070333414455,5,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
1,0,0,1,38,1,1,81.85,3141.7,0,0.9900054110831715,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,False,True,False
1,0,1,1,52,1,0,24.8,1229.1,0,1.0492230087055572,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
1,1,1,0,32,1,1,74.9,2303.35,1,1.0405713417413769,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False
1,0,1,1,29,1,0,75.55,2054.4,0,1.0664670950155761,5,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,False,False,False,True,False,False,True,False,True,False
1,1,1,1,38,1,0,101.15,3741.85,0,1.0272191562996915,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,True,False
